"EEC_MEASURE";"UNIT_MEASURE";"PCS";"SEX";"AGE";"EMPFORM";"EMPSTA";"EDUC";"IMMI";"WKTIME";"ACTIVITY";"UNDEREMP";"UNEMPDUR";"COMPOHALO";"OBS_STATUS";"TIME_PERIOD";"OBS_VALUE"
"PT_AGE_IN_EMP_BY_ACTIVITY";"PT";"_T";"F";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"OTQ";"_T";"_T";"_T";"A";2024;24.5
"PT_AGE_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"J";"_T";"_T";"_T";"A";2024;68.7
"PT_AGE_IN_EMP_BY_ACTIVITY";"PT";"_T";"F";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"S";"_T";"_T";"_T";"A";2024;44.8
"ACTRATE";"PT";"_T";"_T";"Y25T49";"_T";"_T";"4T5";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;94
"PT_EMPFORM_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y_GE15";"26";"1_BIT";"_T";"_T";"_T";"K";"_T";"_T";"_T";"A";2024;0.2
"EMP";"_Z";"40";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"M72";"_T";"_T";"_T";"A";2024;18.7
"EMP";"_Z";"40";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"C28";"_T";"_T";"_T";"A";2024;46.2
"PT_AGE_IN_EMP_BY_PCS";"PT";"37";"M";"Y35T39";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;6.2
"PT_AGE_IN_EMP_BY_PCS";"PT";"65";"M";"Y60T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;3.8
"PT_AGE_IN_EMP_BY_PCS";"PT";"23";"F";"Y25T29";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0.8
"PT_AGE_IN_EMP_BY_PCS";"PT";"60";"M";"Y45T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;8.9
"EMP";"_Z";"_X";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"T";"_T";"_T";"_T";"A";2024;0.3
"EMP";"_Z";"_X";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"B";"_T";"_T";"_T";"A";2024;0
"PT_AGE_IN_EMP_BY_PCS";"PT";"43";"M";"Y40T44";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;2.6
"EMP";"_Z";"4_NP";"F";"Y45T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0
"EMP";"_Z";"63";"_T";"Y55T59";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;146.4
"UNEMP";"_Z";"_T";"M";"Y50T64";"_T";"2_BIT";"3A";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;62.5
"EMP";"_Z";"5_NP";"F";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0
"EMP";"_Z";"56";"_T";"Y35T39";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;160.7
"EMP";"_Z";"33";"_T";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;15.7
"UNEMP";"_Z";"48";"_T";"Y_GE15";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;25.2
"EMP";"_Z";"63";"F";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;17.4
"EMP";"_Z";"69";"F";"Y50T54";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;8.5
"EMP";"_Z";"54";"M";"Y50T54";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;20.2
"PT_AGE_IN_EMP_BY_PCS";"PT";"54";"F";"Y45T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;10.1
"PT_AGE_IN_EMP_BY_PCS";"PT";"4_NP";"F";"Y20T24";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;10.6
"PT_AGE_IN_EMP_BY_PCS";"PT";"68";"_T";"Y25T29";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;6.9
"EMP";"_Z";"38";"F";"Y55T59";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;34.6
"PT_AGE_IN_EMP_BY_PCS";"PT";"40";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;100
"EMP";"_Z";"67";"M";"Y55T59";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;52.9
"EMP";"_Z";"22";"F";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;7.2
"EMP";"_Z";"22";"M";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;170.5
"PTEVENING";"PT";"20";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;41.5
"PT_WKTIME_IN_EMP_BY_PCS";"PT";"5_NP";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"PT";"_T";"_T";"_T";"_T";"A";2024;4.1
"PT_WKTIME_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"_X";"_T";"_T";"_T";"A";2024;50
"PT_WKTIME_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"FT";"_T";"_T";"_T";"_T";"A";2024;46.7
"PT_WKTIME_IN_EMP_BY_EMPFORM";"PT";"_T";"F";"Y_GE15";"26";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;31.6
"PT_WKTIME_IN_EMP_BY_PCS";"PT";"43";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"FT";"_T";"_T";"_T";"_T";"A";2024;57.5
"PTNIGHT";"PT";"60";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;16.5
"PT_WKTIME_IN_EMP_BY_PCS";"PT";"40";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;100
"EMP";"_Z";"_T";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"PT";"E";"_T";"_T";"_T";"A";2024;6.4
"POP";"_Z";"_T";"_T";"Y65T89";"_T";"_T";"0T2";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;5549.6
"POP";"_Z";"_T";"F";"Y15T89";"_T";"1_BIT";"0T2";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1449.4
"EMP";"_Z";"_T";"_T";"Y55T59";"_T";"1_BIT";"_T";"_T";"FT";"_T";"_T";"_T";"_T";"A";2024;2773.4
"PT_EDUC_EMPSTA_IN_POP_BY_AGE";"PT";"_T";"M";"Y25T49";"_T";"_T";"3_X_353";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;22.3
"PT_EDUC_EMPSTA_IN_POP_BY_AGE";"PT";"_T";"F";"Y25T49";"_T";"3_BIT";"4T5";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1.2
"POP";"_Z";"_T";"_T";"Y65T89";"_T";"2_BIT";"0T2";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;6.1
"PT_EDUC_IN_POP";"PT";"_T";"F";"Y30T34";"_T";"_T";"0T2";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;10.5
"POP";"_Z";"_T";"_T";"Y15T89";"_T";"2_BIT";"3A";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;429.5
"PT_WKTIME_IN_EMP_BY_AGE";"PT";"_T";"_T";"Y40T44";"_T";"1_BIT";"_T";"_T";"FT";"_T";"_T";"_T";"_T";"A";2024;83.7
"EMP";"_Z";"_T";"M";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"A";"_T";"_T";"_T";"A";2024;42.7
"PT_EMPFORM_IN_EMPSAL_BY_AGE";"PT";"_T";"M";"Y_GE65";"211";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;70.9
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"30";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"F";"_T";"_T";"_T";"A";2024;7.6
"EMP";"_Z";"_T";"F";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"M72";"_T";"_T";"_T";"A";2024;26.4
"EMP";"_Z";"_T";"_T";"Y_GE65";"_T";"1_BIT";"_T";"_T";"_T";"C24_25";"_T";"_T";"_T";"A";2024;3.5
"PT_AGE_IN_EMP_BY_ACTIVITY";"PT";"_T";"_T";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"C13T15";"_T";"_T";"_T";"A";2024;32.4
"EMP";"_Z";"_T";"M";"Y_GE65";"_T";"1_BIT";"_T";"_T";"_T";"OTQ";"_T";"_T";"_T";"A";2024;81
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"60";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"H";"_T";"_T";"_T";"A";2024;42
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"10";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"M_N";"_T";"_T";"_T";"A";2024;0
"PT_AGE_IN_EMP_BY_PCS";"PT";"65";"F";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;4.1
"EMP";"_Z";"35";"M";"Y40T44";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;27.1
"PT_AGE_IN_EMP_BY_PCS";"PT";"22";"_T";"Y35T39";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;11.6
"EMP";"_Z";"64";"M";"Y50T54";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;94.8
"EMP";"_Z";"35";"F";"Y50T54";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;28.2
"PT_AGE_IN_EMP_BY_PCS";"PT";"55";"_T";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;49.1
"PT_AGE_IN_EMP_BY_PCS";"PT";"31";"_T";"Y25T29";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;6.4
"EMP";"_Z";"60";"M";"Y30T34";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;443.4
"EMP";"_Z";"48";"M";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;301.9
"EMPRATE";"PT";"_T";"F";"Y25T29";"_T";"1_BIT";"4T5";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;84.4
"POP";"_Z";"_T";"F";"Y37";"_T";"3_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;63.5
"POP";"_Z";"_T";"_T";"Y35";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;703.9
"POP";"_Z";"_T";"F";"Y36";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;320.9
"PT_EMPSTA_IN_POP";"PT";"_T";"F";"Y45T49";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;50.9
"PT_EMPSTA_IN_POP";"PT";"_T";"F";"Y47";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;2.3
"EMPRATE";"PT";"_T";"_T";"Y15T19";"_T";"1_BIT";"_T";"10";"_T";"_T";"_T";"_T";"_T";"A";2024;8.5
"PT_EMPSTA_IN_POP";"PT";"_T";"M";"Y63";"_T";"3_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;34.7
"PT_EMPSTA_IN_POP";"PT";"_T";"_T";"Y50";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;4.3
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"_T";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"OTQ";"_T";"_T";"_T";"A";2024;100
"PT_AGE_IN_EMP_BY_PCS";"PT";"10";"F";"Y60T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;3.5
"EMP";"_Z";"_X";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"J62_63";"_T";"_T";"_T";"A";2024;1.7
"PT_AGE_IN_EMP_BY_PCS";"PT";"30";"M";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;18
"EMP";"_Z";"_X";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"D";"_T";"_T";"_T";"A";2024;0.1
"EMP";"_Z";"_T";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"C28";"_T";"_T";"_T";"A";2024;40.8
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"60";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"C10T12";"_T";"_T";"_T";"A";2024;50.7
"PT_AGE_IN_EMP_BY_PCS";"PT";"21";"F";"Y45T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;3.5
"EMP";"_Z";"50";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"G";"_T";"_T";"_T";"A";2024;349.8
"PT_AGE_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"Q86";"_T";"_T";"_T";"A";2024;7.5
"PT_AGE_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"H";"_T";"_T";"_T";"A";2024;42.8
"PT_EMPFORM_IN_EMP_BY_ACTIVITY";"PT";"_T";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"TER";"_T";"_T";"_T";"A";2024;100
"PT_AGE_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"C28";"_T";"_T";"_T";"A";2024;5.2
"PT_EMPFORM_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y_GE15";"26";"1_BIT";"_T";"_T";"_T";"A";"_T";"_T";"_T";"A";2024;0.3
"EMP";"_Z";"_T";"F";"Y_GE15";"2";"1_BIT";"_T";"_T";"_T";"_X";"_T";"_T";"_T";"A";2024;212.8
"PT_EMPFORM_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y_GE15";"11";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;8.1
"ACTPOP";"_Z";"_T";"_T";"Y25T49";"_T";"_T";"3A";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;2783.6
"ACTRATE";"PT";"_T";"F";"Y50T64";"_T";"_T";"4T5";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;80
"UNEMP";"_Z";"31";"_T";"Y_GE15";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;12.8
"PT_UNEMPDUR_VLT_IN_UNEMP_BY_AGE";"PT";"_T";"M";"Y35T39";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"VLT";"_T";"A";2024;7.6
"UNEMP";"_Z";"_T";"F";"Y_GE65";"_T";"2_BIT";"0T2";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1.3
"EMP";"_Z";"35";"_T";"Y50T54";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;58.7
"UNEMPRATE";"PT";"22";"_T";"Y_GE15";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;3.9
"UNEMPRATE";"PT";"_T";"M";"Y60T64";"_T";"2_BIT";"_T";"10";"_T";"_T";"_T";"_T";"_T";"A";2024;12.8
"EMP";"_Z";"45";"_T";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;213.3
"UNEMP";"_Z";"_T";"_T";"Y50T64";"_T";"2_BIT";"_T";"10";"_T";"_T";"_T";"_T";"_T";"A";2024;99.7
"UNEMPRATE";"PT";"_T";"F";"Y15T24";"_T";"2_BIT";"_T";"10";"_T";"_T";"_T";"_T";"_T";"A";2024;16.9
"POP";"_Z";"_T";"_T";"Y40T44";"_T";"_T";"4T5";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;751.6
"PT_EDUC_IN_POP";"PT";"_T";"_T";"Y70T74";"_T";"_T";"4T5";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;9.4
"PT_UNDEREMP_IN_EMP";"PT";"46";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;2.3
"P_COMPO_UNDEREMP";"_Z";"_T";"F";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"2";"_T";"_T";"A";2024;658.1
"POP";"_Z";"_T";"M";"Y65T89";"_T";"_T";"6T8";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;945.1
"POP";"_Z";"_T";"M";"Y50T64";"_T";"1_BIT";"3_X_353";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;712.4
"POP";"_Z";"_T";"_T";"Y30T34";"_T";"_T";"4T5";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;477.5
"PT_WKTIME_IN_EMP_BY_AGE";"PT";"_T";"M";"Y30T34";"_T";"1_BIT";"_T";"_T";"PT";"_T";"_T";"_T";"_T";"A";2024;3
"POP";"_Z";"_T";"_T";"Y50T54";"_T";"_T";"6T8";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1085.8
"PT_WKTIME_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"FT";"M_N";"_T";"_T";"_T";"A";2024;45.6
"PT_WKTIME_IN_EMP_BY_PCS";"PT";"4_NP";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"PT";"_T";"_T";"_T";"_T";"A";2024;18
"PT_WKTIME_IN_EMP_BY_PCS";"PT";"46";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"FT";"_T";"_T";"_T";"_T";"A";2024;40.1
"EMP";"_Z";"35";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"PT";"_T";"_T";"_T";"_T";"A";2024;84.6
"PTEVENING";"PT";"_T";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"K";"_T";"_T";"_T";"A";2024;30.5
"PT_WKTIME_IN_EMP_BY_PCS";"PT";"38";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;23.5
"PT_WKTIME_IN_EMP_BY_EMPFORM";"PT";"_T";"_T";"Y_GE15";"11";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;100
"PT_WKTIME_IN_EMP_BY_ACTIVITY";"PT";"_T";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"G";"_T";"_T";"_T";"A";2024;47
"EMP";"_Z";"40";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"FT";"_T";"_T";"_T";"_T";"A";2024;3057.4
"EMP";"_Z";"56";"M";"Y50T54";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;33.7
"PT_AGE_IN_EMP_BY_PCS";"PT";"5_NP";"F";"Y25T29";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;14.7
"EMP";"_Z";"_T";"M";"Y20T24";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1145.4
"EMP";"_Z";"20";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1301.3
"PT_AGE_IN_EMP_BY_PCS";"PT";"_X";"F";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;13.9
"PT_AGE_IN_EMP_BY_PCS";"PT";"34";"F";"Y20T24";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;2.4
"PT_AGE_IN_EMP_BY_PCS";"PT";"20";"_T";"Y20T24";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1.5
"PT_AGE_IN_EMP_BY_PCS";"PT";"47";"F";"Y45T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;2.4
"PT_AGE_IN_EMP_BY_PCS";"PT";"62";"F";"Y60T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1.1
"PT_EMPFORM_IN_EMP_BY_ACTIVITY";"PT";"_T";"F";"Y_GE15";"271";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0.5
"PT_EMPFORM_IN_EMP_BY_ACTIVITY";"PT";"_T";"F";"Y_GE15";"271";"1_BIT";"_T";"_T";"_T";"L";"_T";"_T";"_T";"A";2024;0.2
"EMP";"_Z";"_T";"F";"Y_GE15";"26";"1_BIT";"_T";"_T";"_T";"OTQ";"_T";"_T";"_T";"A";2024;37.9
"ACTPOP";"_Z";"_T";"M";"Y50T64";"_T";"_T";"_T";"10";"_T";"_T";"_T";"_T";"_T";"A";2024;621.1
"PT_AGE_IN_EMP_BY_ACTIVITY";"PT";"_T";"F";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"C27";"_T";"_T";"_T";"A";2024;12.2
"PT_EMPFORM_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y_GE15";"11";"1_BIT";"_T";"_T";"_T";"_X";"_T";"_T";"_T";"A";2024;9.2
"EMP";"_Z";"_T";"_T";"Y_GE15";"23T25";"1_BIT";"_T";"_T";"_T";"F";"_T";"_T";"_T";"A";2024;100.5
"EMP";"_Z";"_T";"M";"Y15T74";"_T";"1_BIT";"_T";"21";"_T";"BTE";"_T";"_T";"_T";"A";2024;217.9
"PT_EMPFORM_IN_EMP_BY_ACTIVITY";"PT";"_T";"F";"Y_GE15";"23T25";"1_BIT";"_T";"_T";"_T";"M_N";"_T";"_T";"_T";"A";2024;2.5
"EMP";"_Z";"40";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"C10T12";"_T";"_T";"_T";"A";2024;99.6
"PT_AGE_IN_EMP_BY_PCS";"PT";"44";"M";"Y30T34";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;4.4
"EMP";"_Z";"50";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"M73T75";"_T";"_T";"_T";"A";2024;35.6
"EMP";"_Z";"50";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"Q86";"_T";"_T";"_T";"A";2024;529.1
"EMP";"_Z";"_X";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"M73T75";"_T";"_T";"_T";"A";2024;0.4
"PT_AGE_IN_EMP_BY_PCS";"PT";"55";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;32.4
"PT_AGE_IN_EMP_BY_PCS";"PT";"3_NP";"M";"Y30T34";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;7.5
"EMP";"_Z";"20";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"C22_23";"_T";"_T";"_T";"A";2024;5.3
"EMP";"_Z";"_X";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"M_N";"_T";"_T";"_T";"A";2024;7.9
"POP";"_Z";"_T";"M";"Y45T49";"_T";"3_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;144.4
"POP";"_Z";"_T";"_T";"Y55T59";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;164.3
"PT_EMPSTA_IN_POP";"PT";"_T";"M";"Y32";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;43.4
"POP";"_Z";"_T";"M";"Y63";"_T";"3_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;283
"EMPRATE";"PT";"_T";"_T";"Y55T59";"_T";"1_BIT";"0T2";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;60.5
"POP";"_Z";"_T";"_T";"Y26";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;600.6
"PT_EMPSTA_IN_POP";"PT";"_T";"F";"Y49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;40.9
"POP";"_Z";"_T";"M";"Y64";"_T";"3_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;297.2
"PT_EMPSTA_IN_POP";"PT";"_T";"_T";"Y36";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;100
"EMP";"_Z";"_T";"_T";"Y_GE65";"_T";"1_BIT";"_T";"_T";"_T";"A";"_T";"_T";"_T";"A";2024;37.6
"EMP";"_Z";"_T";"M";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"RTU";"_T";"_T";"_T";"A";2024;320.6
"PT_AGE_IN_EMP_BY_ACTIVITY";"PT";"_T";"F";"Y_GE65";"_T";"1_BIT";"_T";"_T";"_T";"Q87_88";"_T";"_T";"_T";"A";2024;1.5
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"40";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"TER";"_T";"_T";"_T";"A";2024;15.6
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"30";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"G";"_T";"_T";"_T";"A";2024;6.9
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"60";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"K";"_T";"_T";"_T";"A";2024;1.1
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"_X";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"F";"_T";"_T";"_T";"A";2024;0.5
"PT_AGE_IN_EMP_BY_ACTIVITY";"PT";"_T";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"E";"_T";"_T";"_T";"A";2024;100
"EMP";"_Z";"_T";"F";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"_X";"_T";"_T";"_T";"A";2024;153.2
"POP";"_Z";"_T";"_T";"Y50T64";"_T";"3_BIT";"6T8";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;314.7
"EMP";"_Z";"_T";"M";"Y_GE15";"23T25";"1_BIT";"_T";"_T";"PT";"_T";"_T";"_T";"_T";"A";2024;64
